"country_name","region","income_group","year","coverage","cancer_prevented","deaths_prevented","assumption_type","possible_cancer_cases","possible_cancer_deaths"
"Kazakhstan","Europe & Central Asia","Upper middle income",2019,0,0,0,"Historical Results",2012.14,1057.22
"Kenya","Sub-Saharan Africa","Lower middle income",2019,0,0,0,"Historical Results",16530.57,11685.64
"Kyrgyz Republic","Europe & Central Asia","Lower middle income",2019,0,0,0,"Historical Results",802.38,561.09
"Cambodia","East Asia & Pacific","Lower middle income",2019,0,0,0,"Historical Results",2004.03,1435.68
"Kiribati","East Asia & Pacific","Lower middle income",2019,0,0,0,"Historical Results",37.97,31.32
"Korea, Rep.","East Asia & Pacific","High income",2019,0.52,893.42,489.05,"Historical Results",1753.19,959.68
"Kuwait","Middle East & North Africa","High income",2019,0,0,0,"Historical Results",74.07,54.81
"Lao PDR","East Asia & Pacific","Lower middle income",2019,0,0,0,"Historical Results",798.57,548.5
"Lebanon","Middle East & North Africa","Lower middle income",2019,0,0,0,"Historical Results",240.2,172.88
"Liberia","Sub-Saharan Africa","Low income",2019,0,0,0,"Historical Results",2184.12,1802.38
"Libya","Middle East & North Africa","Upper middle income",2019,0,0,0,"Historical Results",484.83,377.77
"St. Lucia","Latin America & Caribbean","Upper middle income",2019,0.46,10.96,8.74,"Historical Results",24.32,19.39
"Sri Lanka","South Asia","Lower middle income",2019,0.82,1410.55,873.54,"Historical Results",1755.29,1087.04
"Lesotho","Sub-Saharan Africa","Lower middle income",2019,0,0,0,"Historical Results",801.17,593.3
"Lithuania","Europe & Central Asia","High income",2019,0.66,122.32,59.19,"Historical Results",189.12,91.52
"Luxembourg","Europe & Central Asia","High income",2019,0.14,2.62,1.41,"Historical Results",19.08,10.28
"Latvia","Europe & Central Asia","High income",2019,0.44,63.8,34.78,"Historical Results",147.96,80.66
"Morocco","Middle East & North Africa","Lower middle income",2019,0,0,0,"Historical Results",3420.89,2160.53
"Moldova","Europe & Central Asia","Upper middle income",2019,0.31,77.57,47.71,"Historical Results",255.34,157.04
"Madagascar","Sub-Saharan Africa","Low income",2019,0,0,0,"Historical Results",11237.34,8712.98
"Maldives","South Asia","Upper middle income",2019,0,0,0,"Historical Results",73.55,50.2
"Mexico","Latin America & Caribbean","Upper middle income",2019,0.95,12271.67,7045.26,"Historical Results",13181.17,7567.42
"Marshall Islands","East Asia & Pacific","Upper middle income",2019,0.24,3.88,3.15,"Historical Results",16.51,13.37
"North Macedonia","Europe & Central Asia","Upper middle income",2019,0.4,27.16,18,"Historical Results",69.3,45.92
"Mali","Sub-Saharan Africa","Low income",2019,0,0,0,"Historical Results",6656.95,5448.92
"Malta","Middle East & North Africa","High income",2019,0.81,6.53,4.98,"Historical Results",8.23,6.28
"Myanmar","East Asia & Pacific","Lower middle income",2019,0,0,0,"Historical Results",9465.41,7038.02
"Montenegro","Europe & Central Asia","Upper middle income",2019,0,0,0,"Historical Results",76.25,46.69
"Mongolia","East Asia & Pacific","Lower middle income",2019,0,0,0,"Historical Results",467.23,426.39
"Mozambique","Sub-Saharan Africa","Low income",2019,0,0,0,"Historical Results",13920.52,11507.85
"Mauritania","Sub-Saharan Africa","Lower middle income",2019,0,0,0,"Historical Results",1124.11,853.11
"Mauritius","Sub-Saharan Africa","Upper middle income",2019,0.8,94.5,66.43,"Historical Results",120.54,84.73
"Malawi","Sub-Saharan Africa","Low income",2019,0,0,0,"Historical Results",12111.33,9928.49
"Malaysia","East Asia & Pacific","Upper middle income",2019,0.85,2192.99,1823.49,"Historical Results",2632.65,2189.06
"Namibia","Sub-Saharan Africa","Upper middle income",2019,0,0,0,"Historical Results",931.23,668.71
"Niger","Sub-Saharan Africa","Low income",2019,0,0,0,"Historical Results",2342.58,2011.34
"Nigeria","Sub-Saharan Africa","Lower middle income",2019,0,0,0,"Historical Results",28115.51,21812.75
"Nicaragua","Latin America & Caribbean","Lower middle income",2019,0,0,0,"Historical Results",1368.26,932.33
"Netherlands","Europe & Central Asia","High income",2019,0.53,279.69,120.92,"Historical Results",538.48,232.81
"Norway","Europe & Central Asia","High income",2019,0.91,262.18,102.65,"Historical Results",293.99,115.1
"Nepal","South Asia","Lower middle income",2019,0,0,0,"Historical Results",6482.76,5090.92
"New Zealand","East Asia & Pacific","High income",2019,0.67,108.1,68.6,"Historical Results",164.63,104.48
"Oman","Middle East & North Africa","High income",2019,0,0,0,"Historical Results",207.13,159.11
"Pakistan","South Asia","Lower middle income",2019,0,0,0,"Historical Results",10643.23,7413.75
"Panama","Latin America & Caribbean","High income",2019,0.73,360.74,258.42,"Historical Results",504.24,361.22
"Peru","Latin America & Caribbean","Upper middle income",2019,0.76,5189.48,3737.59,"Historical Results",6967.62,5018.25
"Philippines","East Asia & Pacific","Lower middle income",2019,0.02,311.06,223.67,"Historical Results",15870.44,11411.55
"Papua New Guinea","East Asia & Pacific","Lower middle income",2019,0,0,0,"Historical Results",2250.99,1714.02
"Poland","Europe & Central Asia","High income",2019,0,0,0,"Historical Results",2382,1480.7
"Portugal","Europe & Central Asia","High income",2019,0.81,396.35,199.38,"Historical Results",499.3,251.17
"Paraguay","Latin America & Caribbean","Upper middle income",2019,0.54,1092.07,809.39,"Historical Results",2063.63,1529.46
"West Bank and Gaza","Middle East & North Africa","Lower middle income",2019,0,0,0,"Historical Results",515.09,393.35
"Qatar","Middle East & North Africa","High income",2019,0,0,0,"Historical Results",45.61,50.58
"Romania","Europe & Central Asia","High income",2019,0,0,0,"Historical Results",2010.74,1199.81
"Russian Federation","Europe & Central Asia","Upper middle income",2019,0,0,0,"Historical Results",8300.3,4357.5
"Rwanda","Sub-Saharan Africa","Low income",2019,0.94,3621.75,2909.54,"Historical Results",3931.55,3158.43
"Saudi Arabia","Middle East & North Africa","High income",2019,0,0,0,"Historical Results",904.44,639.39
"Sudan","Sub-Saharan Africa","Low income",2019,0,0,0,"Historical Results",3980.16,3101.73
"Senegal","Sub-Saharan Africa","Lower middle income",2019,0.25,1644.04,1301.48,"Historical Results",6710.39,5312.18
"Singapore","East Asia & Pacific","High income",2019,0,0,0,"Historical Results",221.62,164.98
"Solomon Islands","East Asia & Pacific","Lower middle income",2019,0,0,0,"Historical Results",196.15,141.17
"Sierra Leone","Sub-Saharan Africa","Low income",2019,0,0,0,"Historical Results",1403.62,1141.62
"El Salvador","Latin America & Caribbean","Lower middle income",2019,0,0,0,"Historical Results",878.25,679.81
"Somalia","Sub-Saharan Africa","Low income",2019,0,0,0,"Historical Results",3664.09,3094.23
"Serbia","Europe & Central Asia","Upper middle income",2019,0,0,0,"Historical Results",745.3,431.6
"São Tomé and Príncipe","Sub-Saharan Africa","Lower middle income",2019,0,0,0,"Historical Results",105.91,101.6
"Suriname","Latin America & Caribbean","Upper middle income",2019,0.38,38.56,27.2,"Historical Results",103.54,73.05
"Slovak Republic","Europe & Central Asia","High income",2019,0,0,0,"Historical Results",406.44,205.33
"Slovenia","Europe & Central Asia","High income",2019,0.55,31.66,21.16,"Historical Results",58.73,39.26
"Sweden","Europe & Central Asia","High income",2019,0.8,377.81,163.87,"Historical Results",481.9,209.01
"Eswatini","Sub-Saharan Africa","Lower middle income",2019,0,0,0,"Historical Results",896.47,650.26
"Chad","Sub-Saharan Africa","Low income",2019,0,0,0,"Historical Results",2601.63,2187.73
"Togo","Sub-Saharan Africa","Low income",2019,0,0,0,"Historical Results",1654.13,1308.98
"Thailand","East Asia & Pacific","Upper middle income",2019,0,0,0,"Historical Results",7285.12,4808.61
"Tajikistan","Europe & Central Asia","Lower middle income",2019,0,0,0,"Historical Results",726.8,547.53
"Turkmenistan","Europe & Central Asia","Upper middle income",2019,0.99,605.13,405.64,"Historical Results",623.72,418.1
"Timor-Leste","East Asia & Pacific","Lower middle income",2019,0,0,0,"Historical Results",211.09,160.58
"Tonga","East Asia & Pacific","Upper middle income",2019,0,0,0,"Historical Results",35.28,29.47
"Trinidad and Tobago","Latin America & Caribbean","High income",2019,0.09,18.1,11.98,"Historical Results",205.21,135.87
"Tunisia","Middle East & North Africa","Lower middle income",2019,0,0,0,"Historical Results",406.22,249.64
"Türkiye","Europe & Central Asia","Upper middle income",2019,0,0,0,"Historical Results",4001.37,2644.83
"Tuvalu","East Asia & Pacific","Upper middle income",2019,0,0,0,"Historical Results",3.93,3.28
"Tanzania","Sub-Saharan Africa","Lower middle income",2019,0.49,19574.54,14385.58,"Historical Results",40763.32,29957.48
"Uganda","Sub-Saharan Africa","Low income",2019,0.64,16389.85,13165.52,"Historical Results",26131.78,20990.94
"Ukraine","Europe & Central Asia","Lower middle income",2019,0,0,0,"Historical Results",2427.19,1069.25
"Uruguay","Latin America & Caribbean","High income",2019,0.38,84.8,57.02,"Historical Results",227.7,153.11
"United States","North America","High income",2019,0.49,5588.81,2847.85,"Historical Results",11638.5,5930.56
"Uzbekistan","Europe & Central Asia","Lower middle income",2019,0,0,0,"Historical Results",2663.85,1802.04
"Vietnam","East Asia & Pacific","Lower middle income",2019,0,0,0,"Historical Results",5023.93,3576.01
"Vanuatu","East Asia & Pacific","Lower middle income",2019,0,0,0,"Historical Results",43.8,38.93
"Samoa","East Asia & Pacific","Lower middle income",2019,0,0,0,"Historical Results",23.79,19.08
"Kosovo","Europe & Central Asia","Upper middle income",2019,0,0,0,"Historical Results",57.24,34.41
"South Africa","Sub-Saharan Africa","Upper middle income",2019,0.43,6432.77,3769.21,"Historical Results",15265.23,8944.5
"Zambia","Sub-Saharan Africa","Low income",2019,0,0,0,"Historical Results",12721.49,9190.61
"Zimbabwe","Sub-Saharan Africa","Lower middle income",2019,0.67,6055.81,4667.22,"Historical Results",9222.98,7108.17
"Afghanistan","South Asia","Low income",2020,0,0,0,"Historical Results",4178.63,3240.81
"Angola","Sub-Saharan Africa","Lower middle income",2020,0,0,0,"Historical Results",13523.9,9903.25
"Albania","Europe & Central Asia","Upper middle income",2020,0,0,0,"Historical Results",87.46,53.22
"United Arab Emirates","Middle East & North Africa","High income",2020,0.29,98.39,74.34,"Historical Results",346.2,261.57
"Argentina","Latin America & Caribbean","Upper middle income",2020,0.46,2215.23,1456.92,"Historical Results",4914,3231.86
"Armenia","Europe & Central Asia","Upper middle income",2020,0.08,12.52,9.26,"Historical Results",159.67,118.16
"Australia","East Asia & Pacific","High income",2020,0.66,517.15,282.98,"Historical Results",799.55,437.51
"Austria","Europe & Central Asia","High income",2020,0,0,0,"Historical Results",228.48,120.31
"Azerbaijan","Europe & Central Asia","Upper middle income",2020,0,0,0,"Historical Results",400.75,271.07
"Burundi","Sub-Saharan Africa","Low income",2020,0,0,0,"Historical Results",5866.53,4907.53
"Belgium","Europe & Central Asia","High income",2020,0.7,322.74,148.39,"Historical Results",470.47,216.31
"Benin","Sub-Saharan Africa","Lower middle income",2020,0,0,0,"Historical Results",1698.15,1253.42
"Burkina Faso","Sub-Saharan Africa","Low income",2020,0,0,0,"Historical Results",3575.26,2971.65
"Bangladesh","South Asia","Lower middle income",2020,0,0,0,"Historical Results",12712.89,8910.4
"Bulgaria","Europe & Central Asia","Upper middle income",2020,0.04,21.94,12.1,"Historical Results",559.64,308.61
"Bahrain","Middle East & North Africa","High income",2020,0,0,0,"Historical Results",45.8,30.33
"Bahamas, The","Latin America & Caribbean","High income",2020,0.04,2.03,1.49,"Historical Results",51.77,38.05
"Bosnia and Herzegovina","Europe & Central Asia","Upper middle income",2020,0,0,0,"Historical Results",186.17,104.19
"Belarus","Europe & Central Asia","Upper middle income",2020,0,0,0,"Historical Results",437.62,202.37
"Belize","Latin America & Caribbean","Upper middle income",2020,0.11,8.3,8.1,"Historical Results",77.03,75.15
"Bolivia","Latin America & Caribbean","Lower middle income",2020,0.24,719.34,550.36,"Historical Results",3058.43,2339.97
"Brazil","Latin America & Caribbean","Upper middle income",2020,0.71,13569.18,8230.39,"Historical Results",19501.55,11828.68
"Barbados","Latin America & Caribbean","High income",2020,0.07,2.22,1.51,"Historical Results",32.31,21.99
"Brunei Darussalam","East Asia & Pacific","High income",2020,0.86,35.52,11.66,"Historical Results",42.15,13.84
"Bhutan","South Asia","Lower middle income",2020,0.81,59.13,39.61,"Historical Results",74.49,49.9
"Botswana","Sub-Saharan Africa","Upper middle income",2020,0,0,0,"Historical Results",797.28,558.09
"Central African Republic","Sub-Saharan Africa","Low income",2020,0,0,0,"Historical Results",972.06,799.68
"Canada","North America","High income",2020,0.87,865.46,501.28,"Historical Results",1015.08,587.95
"Switzerland","Europe & Central Asia","High income",2020,0.63,96.91,53.27,"Historical Results",156.97,86.29
"Chile","Latin America & Caribbean","High income",2020,0.74,1130.2,781.2,"Historical Results",1558.46,1077.22
"China","East Asia & Pacific","Upper middle income",2020,0,0,0,"Historical Results",68003.57,43265.46
"Côte d’Ivoire","Sub-Saharan Africa","Lower middle income",2020,0.13,946.26,736.66,"Historical Results",7427.5,5782.25
"Cameroon","Sub-Saharan Africa","Lower middle income",2020,0,0,0,"Historical Results",7618.8,5661.63
"Congo, Dem. Rep.","Sub-Saharan Africa","Low income",2020,0,0,0,"Historical Results",29605.39,23761.61
"Congo, Rep.","Sub-Saharan Africa","Lower middle income",2020,0,0,0,"Historical Results",1374.67,962.21
"Colombia","Latin America & Caribbean","Upper middle income",2020,0.09,543.18,374.82,"Historical Results",6158.51,4249.71
"Comoros","Sub-Saharan Africa","Lower middle income",2020,0,0,0,"Historical Results",413.08,319.26
"Cabo Verde","Sub-Saharan Africa","Lower middle income",2020,0,0,0,"Historical Results",80.41,72.08
"Costa Rica","Latin America & Caribbean","Upper middle income",2020,0.77,244.32,221.72,"Historical Results",323.78,293.82
"Cyprus","Europe & Central Asia","High income",2020,0,0,0,"Historical Results",35.5,45.26
"Czech Republic","Europe & Central Asia","High income",2020,0,0,0,"Historical Results",501.36,306.59
"Germany","Europe & Central Asia","High income",2020,0.47,1130.44,575.28,"Historical Results",2454.27,1248.98
"Djibouti","Middle East & North Africa","Lower middle income",2020,0,0,0,"Historical Results",100.27,80.31
"Denmark","Europe & Central Asia","High income",2020,0.7,200.25,94.79,"Historical Results",291.9,138.18
"Dominican Republic","Latin America & Caribbean","Upper middle income",2020,0.04,80.87,66.27,"Historical Results",2062.89,1690.62
"Algeria","Middle East & North Africa","Lower middle income",2020,0,0,0,"Historical Results",3309.39,2172.38
"Ecuador","Latin America & Caribbean","Upper middle income",2020,0.36,1127.37,796.49,"Historical Results",3195.5,2257.63
"Egypt, Arab Rep.","Middle East & North Africa","Lower middle income",2020,0,0,0,"Historical Results",3335.41,2526.94
"Spain","Europe & Central Asia","High income",2020,0.79,989.56,497.83,"Historical Results",1278.17,643.03
"Estonia","Europe & Central Asia","High income",2020,0.55,68.4,24.18,"Historical Results",126.91,44.86
"Ethiopia","Sub-Saharan Africa","Low income",2020,0.76,18618.5,15063.44,"Historical Results",24997.98,20224.81
"Finland","Europe & Central Asia","High income",2020,0,0,0,"Historical Results",132.11,58.67
"Fiji","East Asia & Pacific","Upper middle income",2020,0.89,204.17,167.77,"Historical Results",234.08,192.35
"France","Europe & Central Asia","High income",2020,0.37,1015.94,485.79,"Historical Results",2801.82,1339.75
"Micronesia, Fed. Sts.","East Asia & Pacific","Lower middle income",2020,0.28,8.02,6.22,"Historical Results",29.21,22.68
"Gabon","Sub-Saharan Africa","Upper middle income",2020,0,0,0,"Historical Results",604.94,372.43
"United Kingdom","Europe & Central Asia","High income",2020,0.64,1688.61,633.34,"Historical Results",2692.29,1009.79
"Georgia","Europe & Central Asia","Upper middle income",2020,0.22,53.17,35.34,"Historical Results",246.6,163.93
"Ghana","Sub-Saharan Africa","Lower middle income",2020,0,0,0,"Historical Results",9021.72,6637.31
"Guinea","Sub-Saharan Africa","Low income",2020,0,0,0,"Historical Results",6463.02,5198.74
"Gambia, The","Sub-Saharan Africa","Low income",2020,0,0,0,"Historical Results",1306.05,1176.8
"Guinea-Bissau","Sub-Saharan Africa","Low income",2020,0,0,0,"Historical Results",736.46,600.61
"Equatorial Guinea","Sub-Saharan Africa","Upper middle income",2020,0,0,0,"Historical Results",327.45,215.5
"Greece","Europe & Central Asia","High income",2020,0,0,0,"Historical Results",462.97,219.24
"Guatemala","Latin America & Caribbean","Upper middle income",2020,0.2,799.12,576.68,"Historical Results",4077.15,2942.26
"Guyana","Latin America & Caribbean","Upper middle income",2020,0.25,44.32,28.11,"Historical Results",180.88,114.75
"Honduras","Latin America & Caribbean","Lower middle income",2020,0.47,781.15,536.13,"Historical Results",1695.93,1163.97
"Croatia","Europe & Central Asia","High income",2020,0,0,0,"Historical Results",199.37,100.44
"Haiti","Latin America & Caribbean","Lower middle income",2020,0,0,0,"Historical Results",1688.18,1403.85
"Hungary","Europe & Central Asia","High income",2020,0.85,566.65,242.42,"Historical Results",680.25,291.03
"Indonesia","East Asia & Pacific","Lower middle income",2020,0.07,3425.17,2454.27,"Historical Results",49929.65,35776.48
"India","South Asia","Lower middle income",2020,0,0,0,"Historical Results",218690.97,158075.63
"Ireland","Europe & Central Asia","High income",2020,0.77,237.34,103.14,"Historical Results",314.52,136.68
"Iran, Islamic Rep.","Middle East & North Africa","Lower middle income",2020,0,0,0,"Historical Results",2076.11,1740.16
"Iraq","Middle East & North Africa","Upper middle income",2020,0,0,0,"Historical Results",936.18,725.55
"Iceland","Europe & Central Asia","High income",2020,0.9,11.61,7.31,"Historical Results",13.16,8.28
"Israel","Middle East & North Africa","High income",2020,0.55,199.4,139.09,"Historical Results",369.95,258.05
"Italy","Europe & Central Asia","High income",2020,0.27,427.93,163.72,"Historical Results",1617.27,618.73
"Jamaica","Latin America & Caribbean","Upper middle income",2020,0.03,13.38,9.81,"Historical Results",455.25,333.52
"Jordan","Middle East & North Africa","Upper middle income",2020,0,0,0,"Historical Results",421.87,338.63
"Japan","East Asia & Pacific","High income",2020,0.01,61.64,22.84,"Historical Results",6289.56,2331.1
"Kazakhstan","Europe & Central Asia","Upper middle income",2020,0,0,0,"Historical Results",2162.44,1136.85
"Kenya","Sub-Saharan Africa","Lower middle income",2020,0.16,2646.62,1871.51,"Historical Results",16878.95,11935.64
"Kyrgyz Republic","Europe & Central Asia","Lower middle income",2020,0,0,0,"Historical Results",839.85,587.67
"Cambodia","East Asia & Pacific","Lower middle income",2020,0,0,0,"Historical Results",2053.83,1472.57
"Kiribati","East Asia & Pacific","Lower middle income",2020,0,0,0,"Historical Results",40.28,33.25
"Korea, Rep.","East Asia & Pacific","High income",2020,0,0,0,"Historical Results",1748.03,958.31
"Kuwait","Middle East & North Africa","High income",2020,0,0,0,"Historical Results",78.23,57.91
"Lao PDR","East Asia & Pacific","Lower middle income",2020,0,0,0,"Historical Results",810.74,557.37
"Lebanon","Middle East & North Africa","Lower middle income",2020,0,0,0,"Historical Results",233.04,167.82
"Liberia","Sub-Saharan Africa","Low income",2020,0.18,394.28,325.55,"Historical Results",2235.16,1845.53
"Libya","Middle East & North Africa","Upper middle income",2020,0,0,0,"Historical Results",496.74,387.43
"St. Lucia","Latin America & Caribbean","Upper middle income",2020,0.74,17.13,13.67,"Historical Results",23.62,18.84
"Sri Lanka","South Asia","Lower middle income",2020,0.51,877.24,543.53,"Historical Results",1755.18,1087.5
"Lesotho","Sub-Saharan Africa","Lower middle income",2020,0,0,0,"Historical Results",797.88,591.31
"Lithuania","Europe & Central Asia","High income",2020,0.68,123.77,59.93,"Historical Results",185.72,89.93
"Luxembourg","Europe & Central Asia","High income",2020,0,0,0,"Historical Results",19.1,10.3
"Latvia","Europe & Central Asia","High income",2020,0.45,66.22,36.15,"Historical Results",150.15,81.96
"Morocco","Middle East & North Africa","Lower middle income",2020,0,0,0,"Historical Results",3460.25,2185.81
"Moldova","Europe & Central Asia","Upper middle income",2020,0.4,102.65,63.21,"Historical Results",261.85,161.26
"Madagascar","Sub-Saharan Africa","Low income",2020,0,0,0,"Historical Results",11472.18,8898.94
"Maldives","South Asia","Upper middle income",2020,0.68,51.8,35.36,"Historical Results",77.72,53.07
"Mexico","Latin America & Caribbean","Upper middle income",2020,0.05,644.8,370.41,"Historical Results",13159.11,7559.35
"Marshall Islands","East Asia & Pacific","Upper middle income",2020,0.17,2.78,2.26,"Historical Results",16.71,13.55
"North Macedonia","Europe & Central Asia","Upper middle income",2020,0.3,20.1,13.34,"Historical Results",68.36,45.37
"Mali","Sub-Saharan Africa","Low income",2020,0,0,0,"Historical Results",6913.87,5660.68
"Malta","Middle East & North Africa","High income",2020,0.85,6.91,5.28,"Historical Results",8.29,6.34
"Myanmar","East Asia & Pacific","Lower middle income",2020,0,0,0,"Historical Results",9349.07,6957.59
"Montenegro","Europe & Central Asia","Upper middle income",2020,0,0,0,"Historical Results",76.5,46.94
"Mongolia","East Asia & Pacific","Lower middle income",2020,0,0,0,"Historical Results",496.39,454.07
"Mozambique","Sub-Saharan Africa","Low income",2020,0,0,0,"Historical Results",14300.25,11827.36
"Mauritania","Sub-Saharan Africa","Lower middle income",2020,0,0,0,"Historical Results",1157.99,879.26
"Mauritius","Sub-Saharan Africa","Upper middle income",2020,0.74,84.15,59.23,"Historical Results",116.04,81.68
"Malawi","Sub-Saharan Africa","Low income",2020,0.77,9416.54,7722.06,"Historical Results",12478.84,10233.31
"Malaysia","East Asia & Pacific","Upper middle income",2020,0.84,2140.58,1782.18,"Historical Results",2600.32,2164.94
"Namibia","Sub-Saharan Africa","Upper middle income",2020,0,0,0,"Historical Results",965.79,694.37
"Niger","Sub-Saharan Africa","Low income",2020,0,0,0,"Historical Results",2447.59,2102.16
"Nigeria","Sub-Saharan Africa","Lower middle income",2020,0,0,0,"Historical Results",29023.9,22532.25
"Nicaragua","Latin America & Caribbean","Lower middle income",2020,0,0,0,"Historical Results",1381,941.27
"Netherlands","Europe & Central Asia","High income",2020,0.63,326.57,141.45,"Historical Results",528.95,229.11
"Norway","Europe & Central Asia","High income",2020,0.9,260.5,102.24,"Historical Results",295.35,115.92
"Nepal","South Asia","Lower middle income",2020,0,0,0,"Historical Results",6394.01,5024.57
"New Zealand","East Asia & Pacific","High income",2020,0.67,110.05,69.94,"Historical Results",167.6,106.53
"Oman","Middle East & North Africa","High income",2020,0,0,0,"Historical Results",218.31,167.78
"Pakistan","South Asia","Lower middle income",2020,0,0,0,"Historical Results",10817.87,7537.84
"Panama","Latin America & Caribbean","High income",2020,0.44,219.68,157.45,"Historical Results",509.45,365.15
"Peru","Latin America & Caribbean","Upper middle income",2020,0.16,1103.65,795.55,"Historical Results",7038.57,5073.68
"Philippines","East Asia & Pacific","Lower middle income",2020,0.05,787,566.51,"Historical Results",16061.18,11561.33
"Papua New Guinea","East Asia & Pacific","Lower middle income",2020,0,0,0,"Historical Results",2287.74,1744.72
"Poland","Europe & Central Asia","High income",2020,0,0,0,"Historical Results",2454,1526.54
"Portugal","Europe & Central Asia","High income",2020,0.78,376.24,189.48,"Historical Results",492.21,247.88
"Paraguay","Latin America & Caribbean","Upper middle income",2020,0.16,326.21,242,"Historical Results",2080.4,1543.38
"West Bank and Gaza","Middle East & North Africa","Lower middle income",2020,0,0,0,"Historical Results",531.37,406
"Qatar","Middle East & North Africa","High income",2020,0,0,0,"Historical Results",47.71,52.96
"Romania","Europe & Central Asia","High income",2020,0,0,0,"Historical Results",2042.03,1219.94
"Russian Federation","Europe & Central Asia","Upper middle income",2020,0,0,0,"Historical Results",8567.35,4500.89
"Rwanda","Sub-Saharan Africa","Low income",2020,0.68,2692.79,2164.35,"Historical Results",4040.79,3247.83
"Saudi Arabia","Middle East & North Africa","High income",2020,0,0,0,"Historical Results",932.22,659.54
"Sudan","Sub-Saharan Africa","Low income",2020,0,0,0,"Historical Results",4064.1,3168.77
"Senegal","Sub-Saharan Africa","Lower middle income",2020,0.31,2112.73,1673.33,"Historical Results",6954.33,5508
"Singapore","East Asia & Pacific","High income",2020,0,0,0,"Historical Results",222.24,165.54
"Solomon Islands","East Asia & Pacific","Lower middle income",2020,0.19,37.48,26.99,"Historical Results",201.26,144.95
"Sierra Leone","Sub-Saharan Africa","Low income",2020,0,0,0,"Historical Results",1439.11,1170.9
"El Salvador","Latin America & Caribbean","Lower middle income",2020,0,0,0,"Historical Results",874.8,677.66
"Somalia","Sub-Saharan Africa","Low income",2020,0,0,0,"Historical Results",3774.07,3187.83
"Serbia","Europe & Central Asia","Upper middle income",2020,0,0,0,"Historical Results",736.65,427.06
"São Tomé and Príncipe","Sub-Saharan Africa","Lower middle income",2020,0,0,0,"Historical Results",108.5,104.1
"Suriname","Latin America & Caribbean","Upper middle income",2020,0.04,4.08,2.88,"Historical Results",103.96,73.36
"Slovak Republic","Europe & Central Asia","High income",2020,0,0,0,"Historical Results",415.12,210
"Slovenia","Europe & Central Asia","High income",2020,0.58,34.4,23.04,"Historical Results",60.52,40.53
"Sweden","Europe & Central Asia","High income",2020,0.82,394.57,171.5,"Historical Results",491,213.42
"Eswatini","Sub-Saharan Africa","Lower middle income",2020,0,0,0,"Historical Results",920.3,667.91
"Chad","Sub-Saharan Africa","Low income",2020,0,0,0,"Historical Results",2685.71,2259.22
"Togo","Sub-Saharan Africa","Low income",2020,0,0,0,"Historical Results",1702.04,1348.05
"Thailand","East Asia & Pacific","Upper middle income",2020,0,0,0,"Historical Results",7214.02,4765.76
"Tajikistan","Europe & Central Asia","Lower middle income",2020,0,0,0,"Historical Results",761.96,574.52
"Turkmenistan","Europe & Central Asia","Upper middle income",2020,0.99,618.12,414.6,"Historical Results",637.11,427.33
"Timor-Leste","East Asia & Pacific","Lower middle income",2020,0,0,0,"Historical Results",209.91,159.83
"Tonga","East Asia & Pacific","Upper middle income",2020,0,0,0,"Historical Results",35.48,29.67
"Trinidad and Tobago","Latin America & Caribbean","High income",2020,0,0,0,"Historical Results",208.31,137.94
"Tunisia","Middle East & North Africa","Lower middle income",2020,0,0,0,"Historical Results",416.7,256.17
"Türkiye","Europe & Central Asia","Upper middle income",2020,0,0,0,"Historical Results",4007.89,2651.13
"Tuvalu","East Asia & Pacific","Upper middle income",2020,0,0,0,"Historical Results",3.95,3.31
"Tanzania","Sub-Saharan Africa","Lower middle income",2020,0.58,23952.98,17610.2,"Historical Results",42141.07,30982.05
"Uganda","Sub-Saharan Africa","Low income",2020,0.3,7958.01,6395.93,"Historical Results",27068.05,21754.85
"Ukraine","Europe & Central Asia","Lower middle income",2020,0,0,0,"Historical Results",2534.26,1116.73
"Uruguay","Latin America & Caribbean","High income",2020,0.25,55.25,37.19,"Historical Results",225.52,151.79
"United States","North America","High income",2020,0.48,5481.26,2796.05,"Historical Results",11652.34,5943.99
"Uzbekistan","Europe & Central Asia","Lower middle income",2020,0.97,2627.48,1778.23,"Historical Results",2764.03,1870.64
"Vietnam","East Asia & Pacific","Lower middle income",2020,0,0,0,"Historical Results",5122.65,3648.99
"Vanuatu","East Asia & Pacific","Lower middle income",2020,0,0,0,"Historical Results",45.67,40.59
"Samoa","East Asia & Pacific","Lower middle income",2020,0,0,0,"Historical Results",24.12,19.34
"Kosovo","Europe & Central Asia","Upper middle income",2020,0,0,0,"Historical Results",56.58,34.03
"South Africa","Sub-Saharan Africa","Upper middle income",2020,0,0,0,"Historical Results",15700.46,9201.51
"Zambia","Sub-Saharan Africa","Low income",2020,0.69,8829.3,6382.02,"Historical Results",13057.24,9438.07
"Zimbabwe","Sub-Saharan Africa","Lower middle income",2020,0,0,0,"Historical Results",9542.2,7360.45
"Afghanistan","South Asia","Low income",2021,0,0,0,"Historical Results",4221.86,3275.27
"Angola","Sub-Saharan Africa","Lower middle income",2021,0,0,0,"Historical Results",14022.07,10275.75
"Albania","Europe & Central Asia","Upper middle income",2021,0,0,0,"Historical Results",87.46,53.24
"United Arab Emirates","Middle East & North Africa","High income",2021,0,0,0,"Historical Results",361.86,273.52
"Argentina","Latin America & Caribbean","Upper middle income",2021,0.53,2573.34,1694.01,"Historical Results",4954.45,3261.47
